,요양기관명,종별코드명,시도코드명,시군구코드명,주소,좌표(X),좌표(Y),시군구,시군구 코드
288,의료법인한마음의료재단 여수제일병원,종합병원,전남,여수시,전라남도 여수시 쌍봉로 70  (학동),127.6634937,34.7661014,전라남도 여수시,46130
289,의료법인한마음의료재단하나병원,종합병원,충북,청주흥덕구,충청북도 청주시 흥덕구 2순환로 1262-0 하나병원,127.4308627,36.6235047,충청북도 청주시 흥덕구,43113
290,의료법인한성재단포항세명기독병원,종합병원,경북,포항남구,경상북도 포항시 남구 포스코대로 351  (대도동),129.3622256,36.0177172,경상북도 포항시 남구,47111
291,의료법인한전의료재단 한일병원,종합병원,서울,도봉구,서울특별시 도봉구 우이천로 308 한일병원 (쌍문동),127.0291228,37.6461401,서울특별시 도봉구,11320
292,의료법인합포의료재단에스엠지연세병원,종합병원,경남,창원마산합포구,"경상남도 창원시 마산합포구 3·15대로 76 (월남동2가, 합포의료재단)",128.5616013,35.1863148,경상남도 창원시 마산합포구,48125
293,의료법인해민의료재단 세안종합병원,종합병원,전남,목포시,전라남도 목포시 고하대로 795-2 (연산동),126.3802331,34.8168192,전라남도 목포시,46110
294,의료법인행촌의료재단 해남종합병원,종합병원,전남,해남군,전라남도 해남군 해남읍 해남로 45 (),126.6127915,34.5717972,전라남도 해남군,46820
295,의료법인현경의료재단 광양서울병원,종합병원,전남,광양시,전라남도 광양시 진등길 93  (마동),127.6905821,34.9579361,전라남도 광양시,46230
296,의료법인환명의료재단 조은금강병원,종합병원,경남,김해시,경상남도 김해시 김해대로 1814-37 (삼계동),128.8615328,35.2623214,경상남도 김해시,48250
297,의산의료재단 강릉고려병원,종합병원,강원,강릉시,강원도 강릉시 옥가로 30 (옥천동),128.8998047,37.7590068,강원도 강릉시,42820
298,이화여자대학교의과대학부속서울병원,종합병원,서울,강서구,서울특별시 강서구 공항대로 260 이화의대부속서울병원 (마곡동),126.8362668,37.5572629,서울특별시 강서구,11500
299,익산병원,종합병원,전북,익산시,전라북도 익산시 무왕로 969 (신동),126.9665159,35.9616504,전라북도 익산시,45140
300,인산의료재단 메트로병원,종합병원,경기,안양만안구,"경기도 안양시 만안구 명학로33번길 8 (안양동, 메트로병원)",126.9352309,37.3786666,경기도 안양시 만안구,41171
301,인제대학교 상계백병원,종합병원,서울,노원구,서울특별시 노원구 동일로 1342 상계백병원 (상계동),127.0631233,37.6485282,서울특별시 노원구,11350
302,인제대학교 서울백병원,종합병원,서울,중구,서울특별시 중구 마른내로 9-9 (저동2가),126.988897,37.5645328,서울특별시 중구,11140
303,인제대학교 해운대백병원,종합병원,부산,부산해운대구,부산광역시 해운대구 해운대로 875 (좌동),129.182013,35.173443,부산광역시 해운대구,26350
304,인제대학교일산백병원,종합병원,경기,고양일산서구,경기도 고양시 일산서구 주화로 170 (대화동),126.7504331,37.6743138,경기도 고양시 일산서구,41287
305,인천광역시의료원,종합병원,인천,인천동구,인천광역시 동구 방축로 217 217 (송림동),126.66875,37.4787429,인천광역시 동구,28140
306,인천기독병원,종합병원,인천,인천중구,인천광역시 중구 답동로30번길 10 (율목동),126.6321217,37.4712157,인천광역시 중구,28110
307,인천세종병원,종합병원,인천,인천계양구,인천광역시 계양구 계양문화로 20  (작전동),126.7368717,37.5324735,인천광역시 계양구,28245
308,인천적십자병원,종합병원,인천,인천연수구,인천광역시 연수구 원인재로 263 263,,,인천광역시 연수구,28185
309,인천힘찬종합병원,종합병원,인천,인천남동구,인천광역시 남동구 논현로 72-0 인천힘찬종합병원,126.7146868,37.4010623,인천광역시 남동구,28200
310,재단법인 아산사회복지재단 부속 보령아산병원,종합병원,충남,보령시,충청남도 보령시 죽성로 136  (죽정동),126.6228522,36.3811282,충청남도 보령시,44180
311,재단법인 아산사회복지재단 정읍아산병원,종합병원,전북,정읍시,전라북도 정읍시 충정로 606-22 (용계동),126.8234125,35.5888321,전라북도 정읍시,45180
312,재단법인대구포교성베네딕도수녀회창원파티마병원,종합병원,경남,창원의창구,경상남도 창원시 의창구 창이대로 45-45 (명서동),128.645913,35.237293,경상남도 창원시 의창구,48121
313,재단법인베스티안재단베스티안병원,종합병원,충북,청주흥덕구,충청북도 청주시 흥덕구 오송읍 오송생명1로 191-0 (),127.3216409,36.6364294,충청북도 청주시 흥덕구,43113
314,재단법인예수병원유지재단예수병원,종합병원,전북,전주완산구,"전라북도 전주시 완산구 서원로 365 (중화산동1가, 예수병원)",127.1332292,35.8143917,전라북도 전주시 완산구,45111
315,재단법인천주교부산교구유지재단 메리놀병원,종합병원,부산,부산중구,부산광역시 중구 중구로 121 (대청동4가),129.0324148,35.1076838,부산광역시 중구,26110
316,재단법인한호기독교선교회 일신기독병원,종합병원,부산,부산동구,부산광역시 동구 정공단로 27 (좌천동),129.0543811,35.135783,부산광역시 동구,26170
317,전라남도 순천의료원,종합병원,전남,순천시,전라남도 순천시 서문성터길 2  (매곡동),127.4834682,34.9579098,전라남도 순천시,46150
318,전라북도 군산의료원,종합병원,전북,군산시,"전라북도 군산시 의료원로 27 (지곡동, 군산의료원)",126.7117407,35.9549526,전라북도 군산시,45130
319,전라북도 남원의료원,종합병원,전북,남원시,전라북도 남원시 충정로 365 (고죽동),127.4073171,35.4318756,전라북도 남원시,45190
320,전주고려병원,종합병원,전북,전주덕진구,전라북도 전주시 덕진구 안덕원로 367 (산정동),127.1670378,35.8398807,전라북도 전주시 덕진구,45113
321,제일병원,종합병원,경남,진주시,경상남도 진주시 진주대로 885 (강남동),128.0902544,35.1794723,경상남도 진주시,48170
322,제주대학교병원,종합병원,제주,제주시,제주특별자치도 제주시 아란13길 15 (아라일동),126.5452109,33.4671105,제주특별자치도 제주시,50110
323,제주특별자치도 서귀포의료원,종합병원,제주,서귀포시,제주특별자치도 서귀포시 장수로 47 (동홍동),126.5639216,33.2555355,제주특별자치도 서귀포시,50130
324,제주한라병원,종합병원,제주,제주시,제주특별자치도 제주시 도령로 65 (연동),126.4850403,33.489961,제주특별자치도 제주시,50110
325,조은오산병원,종합병원,경기,오산시,경기도 오산시 오산로 307 (오산동),127.068197,37.1541965,경기도 오산시,41370
326,좋은문화병원,종합병원,부산,부산동구,부산광역시 동구 범일로 119 (범일동),129.0590919,35.1408881,부산광역시 동구,26170
327,중앙대학교광명병원,종합병원,경기,광명시,경기도 광명시 덕안로 110 (일직동),126.88591,37.4245975,경기도 광명시,41210
328,진주고려병원,종합병원,경남,진주시,"경상남도 진주시 동진로 2 (칠암동, 진주고려병원)",128.0920865,35.1784916,경상남도 진주시,48170
329,차의과학대학교 강남차병원,종합병원,서울,강남구,"서울특별시 강남구 논현로 566 강남차병원(역삼동650-9, 606-4, 605외2필지(지하7층~지하1층, 지상2층~7층)) (역삼동)",127.0345427,37.5067005,서울특별시 강남구,11680
330,차의과학대학교부속구미차병원,종합병원,경북,구미시,경상북도 구미시 신시로10길 12  (형곡동),128.3405414,36.1145325,경상북도 구미시,47190
331,차의과학대학교분당차병원,종합병원,경기,성남분당구,경기도 성남시 분당구 야탑로 59 (야탑동),127.1254535,37.4102384,경기도 성남시 분당구,41135
332,참조은병원,종합병원,경기,광주시,경기도 광주시 광주대로 45 (경안동),127.2602541,37.4109627,경기도 광주시,41610
333,창원경상국립대학교병원,종합병원,경남,창원성산구,"경상남도 창원시 성산구 삼정자로 11 (성주동, 창원경상대학교병원)",128.7078463,35.1990873,경상남도 창원시 성산구,48123
334,창원한마음병원,종합병원,경남,창원의창구,경상남도 창원시 의창구 용동로57번길 8 (사림동),128.6990592,35.2379797,경상남도 창원시 의창구,48121
335,첨단종합병원,종합병원,광주,광주광산구,광주광역시 광산구 첨단중앙로170번길 59  (쌍암동),126.8453041,35.2211088,광주광역시 광산구,29200
336,청주성모병원,종합병원,충북,청주청원구,충청북도 청주시 청원구 주성로 173-19 청주성모병원,127.4856545,36.6737973,충청북도 청주시,43110
337,추병원,종합병원,경기,의정부시,경기도 의정부시 평화로 650 (의정부동),127.0450722,37.7497898,경기도 의정부시,41150
338,충청남도 공주의료원,종합병원,충남,공주시,충청남도 공주시 무령로 77  (웅진동),127.1094762,36.458987,충청남도 공주시,44150
339,충청남도 서산의료원,종합병원,충남,서산시,충청남도 서산시 중앙로 149  (석림동),126.4652578,36.7755835,충청남도 서산시,44210
340,충청남도 천안의료원,종합병원,충남,천안동남구,충청남도 천안시 동남구 충절로 537  (삼룡동),127.1791797,36.7756271,충청남도 천안시 동남구,44131
341,충청남도 홍성의료원,종합병원,충남,홍성군,충청남도 홍성군 홍성읍 조양로 224 (),126.674413,36.599349,충청남도 홍성군,44800
342,충청북도 청주의료원,종합병원,충북,청주서원구,충청북도 청주시 서원구 흥덕로 48-0 청주의료원,127.4730326,36.6402026,충청북도 청주시,43110
343,충청북도 충주의료원,종합병원,충북,충주시,충청북도 충주시 안림로 239-50 충청북도충주의료원,127.9706116,36.9796506,충청북도 충주시,43130
344,포항성모병원,종합병원,경북,포항남구,경상북도 포항시 남구 대잠동길 17  (대잠동),129.3399527,36.0159003,경상북도 포항시 남구,47111
345,하남성심병원,종합병원,광주,광주광산구,광주광역시 광산구 용아로 259  (산정동),126.8009586,35.1666556,광주광역시 광산구,29200
346,학교법인 가톨릭학원 가톨릭대학교 대전성모병원,종합병원,대전,대전중구,대전광역시 중구 대흥로 64 (대흥동),127.420163,36.323042,대전광역시 중구,30140
347,학교법인 건양교육재단 건양대학교병원,종합병원,대전,대전서구,대전광역시 서구 관저동로 158-  (관저동),127.342613,36.306642,대전광역시 서구,30170
348,학교법인 을지학원 대전을지대학교병원,종합병원,대전,대전서구,대전광역시 서구 둔산서로 95 (둔산동),127.3819888,36.3553098,대전광역시 서구,30170
349,학교법인 을지학원 의정부을지대학교병원,종합병원,경기,의정부시,경기도 의정부시 동일로 712 을지대학교 의정부캠퍼스 및 부속병원 (금오동),127.0506997,37.7518185,경기도 의정부시,41150
350,학교법인 춘해병원,종합병원,부산,부산진구,부산광역시 부산진구 중앙대로 605 (범천동),129.0583786,35.1469602,부산광역시 부산진구,26230
351,학교법인)동의병원,종합병원,부산,부산진구,부산광역시 부산진구 양정로 62 지상2ㆍ3ㆍ10층 각 일부/ 지하1ㆍ지상1ㆍ지상4~지상8층 전층 (양정동),129.076514,35.1698203,부산광역시 부산진구,26230
352,한국보훈복지의료공단 대구보훈병원,종합병원,대구,대구달서구,대구광역시 달서구 월곡로 60 (도원동),128.5519785,35.8028206,대구광역시 달서구,27290
353,한국보훈복지의료공단 부산보훈병원,종합병원,부산,부산사상구,부산광역시 사상구 백양대로 420 (주례동),129.006575,35.1533821,부산광역시 사상구,26530
354,한국보훈복지의료공단 중앙보훈병원,종합병원,서울,강동구,서울특별시 강동구 진황도로61길 53 (둔촌동),127.1481606,37.530634,서울특별시 강동구,11740
355,한국원자력의학원원자력병원,종합병원,서울,노원구,서울특별시 노원구 노원로 75 한국원자력의학원 (공릉동),127.0824199,37.6288668,서울특별시 노원구,11350
356,한림대학교 강남성심병원,종합병원,서울,영등포구,"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)",126.9086527,37.4937262,서울특별시 영등포구,11560
357,한림대학교 한강성심병원,종합병원,서울,영등포구,"서울특별시 영등포구 버드나루로7길 12 (영등포동7가, 한강성심병원)",126.9096811,37.5231702,서울특별시 영등포구,11560
358,한림대학교동탄성심병원,종합병원,경기,화성시,경기도 화성시 큰재봉길 7 (석우동),127.0801288,37.2166284,경기도 화성시,41590
359,한림대학교부속 춘천성심병원,종합병원,강원,춘천시,강원도 춘천시 삭주로 77-  77,127.7399592,37.8840791,강원도 춘천시,42110
360,한림병원,종합병원,인천,인천계양구,인천광역시 계양구 장제로 722 (작전동),126.7343513,37.5320982,인천광역시 계양구,28245
361,한마음병원,종합병원,제주,제주시,제주특별자치도 제주시 연신로 52-  (이도이동),126.5462386,33.4962868,제주특별자치도 제주시,50110
362,한양대학교구리병원,종합병원,경기,구리시,경기도 구리시 경춘로 153 (교문동),127.1324273,37.6012985,경기도 구리시,41310
363,한일병원,종합병원,경남,진주시,"경상남도 진주시 범골로 17 지1,1~5,7층 (충무공동)",128.1285557,35.1669944,경상남도 진주시,48170
364,해남우리종합병원,종합병원,전남,해남군,전라남도 해남군 옥천면 해남로 597 (),126.6465633,34.5842521,전라남도 해남군,46820
365,해피뷰병원,종합병원,광주,광주북구,광주광역시 북구 경열로 216-0 해피뷰병원,126.906773,35.1586417,광주광역시 북구,29170
366,현대병원,종합병원,경기,남양주시,경기도 남양주시 진접읍 봉현로 21 (),127.179882,37.7154268,경기도 남양주시,41360
367,현대유비스병원,종합병원,인천,인천미추홀구,인천광역시 미추홀구 독배로 503-0 현대유비스병원,126.6429995,37.4615989,인천광역시 미추홀구,28177
368,혜민병원,종합병원,서울,광진구,서울특별시 광진구 자양로 85 (자양동),127.0836246,37.5354079,서울특별시 광진구,11215
369,홍익병원,종합병원,서울,양천구,서울특별시 양천구 목동로 225 홍익병원본관 (신정동),126.8636551,37.5284838,서울특별시 양천구,11470
370,홍천아산병원,종합병원,강원,홍천군,강원도 홍천군 홍천읍 산림공원1길 17 17,127.8949012,37.6913787,강원도 홍천군,42720
371,효산의료재단 안양샘병원,종합병원,경기,안양만안구,"경기도 안양시 만안구 삼덕로 9 (안양동, 안양샘병원)",126.924394,37.3935234,경기도 안양시 만안구,41171
372,효산의료재단 지샘병원,종합병원,경기,군포시,"경기도 군포시 군포로 591 (당동, (G샘병원)군포샘병원)",126.9473164,37.358672,경기도 군포시,41410
373,희명병원,종합병원,서울,금천구,서울특별시 금천구 시흥대로 244 (시흥동),126.9005836,37.4556869,서울특별시 금천구,11545
374,(신)제일병원,병원,충남,보령시,충청남도 보령시 대해로 52 (궁촌동),126.5935922,36.3436767,충청남도 보령시,44180
375,(의) 내경의료재단 울산제일병원,병원,울산,울산남구,울산광역시 남구 남산로354번길 26 (신정동),129.307013,35.548283,울산광역시 남구,31140
376,(의)경빈의료재단 김해센텀병원,병원,경남,김해시,"경상남도 김해시 구지로 56 지2~4층 (내동, 김해센텀병원)",128.8692937,35.2393008,경상남도 김해시,48250
377,(의)서봉의료재단 보강병원,병원,대구,대구달서구,대구광역시 달서구 월배로 102 (진천동),128.5256832,35.8137187,대구광역시 달서구,27290
378,(의)서일의료재단기장병원,병원,부산,부산기장군,부산광역시 기장군 기장읍 대청로72번길 6-6 6,129.2169211,35.2357991,부산광역시 기장군,26710
379,(의)수지의료재단 용인수지병원,병원,경기,용인수지구,"경기도 용인시 수지구 풍덕천로22번길 15 지하1,지상2~6층 (풍덕천동)",127.0848582,37.3168605,경기도 용인시 수지구,41465
380,(의)유일재단 하나애병원,병원,경기,용인처인구,경기도 용인시 처인구 백옥대로916번길 48 (남동),127.2135214,37.219342,경기도 용인시 처인구,41461
381,(의)인석의료재단 보람병원,병원,울산,울산남구,울산광역시 남구 돋질로336번길 10 (삼산동),129.3410075,35.5425577,울산광역시 남구,31140
382,(의)효심의료재단 용인서울병원,병원,경기,용인처인구,경기도 용인시 처인구 고림로 81 (고림동),127.2145364,37.2403912,경기도 용인시 처인구,41461
383,(재)예수의꽃동네유지재단 인곡자애병원,병원,충북,음성군,충청북도 음성군 맹동면 꽃동네길 37-0,127.5776409,36.941804,충청북도 음성군,43770
384,(재)한·호기독교선교회 맥켄지일신기독병원,병원,부산,부산북구,부산광역시 북구 금곡대로 133 (덕천동),129.0077714,35.2209901,부산광역시 북구,26320
385,(재)한호기독선교회 정관일신기독병원,병원,부산,부산기장군,"부산광역시 기장군 정관읍 정관6로 31 3-8, 10층",129.1774513,35.3197034,부산광역시 기장군,26710
386,21세기병원,병원,강원,원주시,강원도 원주시 이화6길 7  (단계동),127.9327068,37.3434884,강원도 원주시,42130
387,365병원,병원,경남,창원마산회원구,경상남도 창원시 마산회원구 3·15대로 686 (석전동),128.5794429,35.2336646,경상남도 창원시 마산회원구,48127
388,365엠씨(mc)병원,병원,서울,서초구,"서울특별시 서초구 서초중앙로 126 서울365mc병원 지하1층, 2~13층 (서초동)",127.0141365,37.4929843,서울특별시 서초구,11650
389,365엠씨병원,병원,부산,부산진구,"부산광역시 부산진구 서면로 74 (부전동, 아이온시티빌딩)",129.0581339,35.1570677,부산광역시 부산진구,26230
390,365하하병원,병원,부산,부산강서구,부산광역시 강서구 명지오션시티4로 88 3~7층 (명지동),128.9032539,35.0811721,부산광역시 강서구,26440
391,9988병원,병원,서울,성동구,서울특별시 성동구 왕십리로 269 (행당동),127.0375193,37.5585817,서울특별시 성동구,11200
392,9988병원,병원,충남,당진시,충청남도 당진시 운학길 3-0 (채운동),126.6248501,36.8925662,충청남도 당진시,44830
393,JS노송병원,병원,인천,인천서구,"인천광역시 서구 가정로 280 2~5층, 7층 (석남동)",126.6728633,37.5096673,인천광역시 서구,28260
394,MS재건병원,병원,대구,대구중구,"대구광역시 중구 동덕로 194 (동인동1가, 동화빌딩)",128.6048872,35.8718541,대구광역시 중구,27110
395,SCH서울아동병원,병원,경남,통영시,경상남도 통영시 중앙로 334-1 4~9층 (무전동),128.4291862,34.8600862,경상남도 통영시,48220
396,SG삼성조은병원,병원,충남,천안서북구,"충청남도 천안시 서북구 불당25로 200 2,3,4,5층 (불당동)",127.109134,36.8188843,충청남도 천안시 서북구,44133
397,W(더블유)여성병원,병원,인천,인천미추홀구,"인천광역시 미추홀구 인주대로 400 제일여성병원 2층 일부, 3-5층, 8층 (주안동)",126.6811652,37.4509653,인천광역시 미추홀구,28177
398,WE병원,병원,제주,서귀포시,제주특별자치도 서귀포시 1100로 453-95 (회수동),126.4441678,33.2860122,제주특별자치도 서귀포시,50130
399,W여성병원,병원,대구,대구수성구,대구광역시 수성구 화랑로 58 (만촌동),128.6339412,35.8708049,대구광역시 수성구,27290
400,the큰병원,병원,경남,창원의창구,"경상남도 창원시 의창구 우곡로217번길 10 (명서동, 지하1,2층지상2,3,4,5,6,7,8층)",128.6487951,35.2396798,경상남도 창원시 의창구,48121
401,가자연세병원,병원,서울,서대문구,"서울특별시 서대문구 수색로 18 2~5층 (남가좌동, 영보웨딩부페)",126.9165989,37.5689576,서울특별시 서대문구,11410
402,가자연세병원,병원,경기,김포시,경기도 김포시 돌문로 43 2층 (사우동),126.717813,37.6188812,경기도 김포시,41570
403,가제트병원,병원,광주,광주남구,광주광역시 남구 대남대로127번길 5 가제트병원 (방림동),126.9113533,35.1333715,광주광역시 남구,29155
404,가천대부속 동인천길병원,병원,인천,인천중구,"인천광역시 중구 큰우물로 21 (용동, 지하1층, 1층, 3~5층, 8층)",126.631332,37.4737923,인천광역시 중구,28110
405,가톨릭병원,병원,대전,대전서구,대전광역시 서구 도산로 351  (용문동),127.390352,36.3364138,대전광역시 서구,30170
406,감청수병원,병원,경남,김해시,"경상남도 김해시 김해대로 2459 (삼정동, 감청수병원)",128.8958783,35.2279404,경상남도 김해시,48250
407,강남고려병원,병원,서울,관악구,서울특별시 관악구 관악로 242 (봉천동),126.9567943,37.4856349,서울특별시 관악구,11620
408,강남더드림병원,병원,서울,강남구,서울특별시 강남구 선릉로 404 더드림병원 (대치동),127.0509906,37.5009956,서울특별시 강남구,11680
409,강남베드로병원,병원,서울,강남구,서울특별시 강남구 남부순환로 2649 베드로병원 (도곡동),127.0396045,37.4856196,서울특별시 강남구,11680
410,강남병원,병원,전남,광양시,전라남도 광양시 중마중앙로 17 (중동),127.697625,34.9317763,전라남도 광양시,46230
411,강남병원,병원,경북,구미시,경상북도 구미시 금오시장로2길 21  (원평동),128.3422082,36.1243775,경상북도 구미시,47190
412,강남수병원,병원,서울,송파구,서울특별시 송파구 삼전로2길 11 (삼전동),127.0861578,37.5013402,서울특별시 송파구,11710
413,강남여성병원,병원,경기,수원팔달구,경기도 수원시 팔달구 중부대로 96 (인계동),127.0275151,37.2767458,경기도 수원시 팔달구,41115
414,강남와이케이병원,병원,서울,강남구,"서울특별시 강남구 학동로 233 디와이빌딩 3층일부,4~6층 (논현동)",127.0347193,37.5155109,서울특별시 강남구,11680
415,강남유나이티드병원,병원,서울,강남구,"서울특별시 강남구 남부순환로 2609 하늘빌딩, 7~12층 (도곡동) (도곡동)",127.0351301,37.4849802,서울특별시 강남구,11680
416,강남을지대학교병원,병원,서울,강남구,서울특별시 강남구 도산대로 202 강남을지병원 B2~9층 (논현동),127.0286438,37.5194124,서울특별시 강남구,11680
417,강남제이에스병원,병원,서울,강남구,서울특별시 강남구 도곡로 122 제이에스빌딩 (도곡동),127.033745,37.4899185,서울특별시 강남구,11680
418,강남지인병원,병원,서울,강남구,"서울특별시 강남구 언주로 631 강남웨딩홀 지하2,2~6층 (논현동)",127.03505,37.5127891,서울특별시 강남구,11680
419,강남초이스병원,병원,서울,관악구,"서울특별시 관악구 남부순환로 1796 -1,2~5층 (봉천동, 삼호빌딩)",126.9499234,37.4818956,서울특별시 관악구,11620
420,강남초이스정형외과병원,병원,서울,강남구,"서울특별시 강남구 테헤란로 337 (역삼동, 4~9층)",127.0484885,37.5047776,서울특별시 강남구,11680
421,강남힐병원,병원,서울,관악구,서울특별시 관악구 남부순환로 1449 강남힐병원 (신림동),126.9117246,37.4815953,서울특별시 관악구,11620
422,강남힘찬병원,병원,서울,송파구,"서울특별시 송파구 백제고분로 407 (송파동, 지하 2층~7층)",127.1099004,37.5075981,서울특별시 송파구,11710
423,강동미즈여성병원,병원,서울,강동구,서울특별시 강동구 천호대로 1043 (천호동),127.128117,37.5376208,서울특별시 강동구,11740
424,강동병원,병원,부산,부산사하구,부산광역시 사하구 다대로 145 (신평동),128.9782847,35.0896572,부산광역시 사하구,26380
425,강동연세병원,병원,서울,강동구,서울특별시 강동구 올림픽로 734 (천호동),127.1266323,37.5467696,서울특별시 강동구,11740
426,강병원,병원,경기,포천시,경기도 포천시 포천로 1570 (신읍동),127.2046956,37.8981468,경기도 포천시,41650
427,강병원,병원,충북,청주상당구,충청북도 청주시 상당구 무심동로 22-0 (용암동),127.5000977,36.6064982,충청북도 청주시 상당구,43111
428,강병원,병원,경남,고성군,경상남도 고성군 고성읍 중앙로 49 (),128.3254109,34.9741871,경상남도 고성군,48820
429,강북21세기병원,병원,서울,중랑구,서울특별시 중랑구 면목로 473 (상봉동),127.0856598,37.594048,서울특별시 중랑구,11260
430,강북연세병원,병원,서울,노원구,서울특별시 노원구 동일로 996 (공릉동),127.0754877,37.6191956,서울특별시 노원구,11350
431,강북우리들병원,병원,서울,강북구,"서울특별시 강북구 한천로 1083 수유동 (수유동, 광산타워)",127.022638,37.6425442,서울특별시 강북구,11305
432,강북으뜸병원,병원,서울,강북구,"서울특별시 강북구 도봉로 187 지하1층, 2층~5층 (미아동)",127.026202,37.6254286,서울특별시 강북구,11305
433,강서바른세상병원,병원,서울,강서구,"서울특별시 강서구 금낭화로 9 바른세상병원 1,2,3,4,5,층 6,7호 (방화동)",126.8116185,37.5661467,서울특별시 강서구,11500
434,강서송도병원,병원,서울,강서구,"서울특별시 강서구 공항대로 315 (등촌동, 서울시니어강서타워)",126.8427872,37.5585273,서울특별시 강서구,11500
435,강서힘찬병원,병원,서울,강서구,"서울특별시 강서구 강서로56길 38 (등촌동, 강서힘찬병원)",126.8406822,37.5592035,서울특별시 강서구,11500
436,강원도 재활병원,병원,강원,춘천시,강원도 춘천시 충열로142번길 24-16  (우두동),127.7411391,37.9036442,강원도 춘천시,42110
437,개나리소아청소년과병원,병원,부산,부산강서구,부산광역시 강서구 명지국제8로 269 유당빌딩 4~5층 (명지동),128.92243,35.0981159,부산광역시 강서구,26440
438,거인병원,병원,부산,부산동래구,"부산광역시 동래구 여고로 12 거인병원 지하1,지상2~10층 (사직동)",129.0653569,35.1946237,부산광역시 동래구,26260
439,거제아동병원,병원,경남,거제시,경상남도 거제시 동문천로 52 (고현동),128.6262587,34.8828723,경상남도 거제시,48310
440,거제중앙병원,병원,경남,거제시,경상남도 거제시 고현로 89 (고현동),128.6222499,34.8866515,경상남도 거제시,48310
441,거창적십자병원,병원,경남,거창군,경상남도 거창군 거창읍 중앙로 91 (),127.9087378,35.6867599,경상남도 거창군,48880
442,건강만세365병원,병원,부산,부산중구,"부산광역시 중구 대청로 105 건강만세365병원 -1,1~9층 (대청동2가)",129.0313991,35.1031753,부산광역시 중구,26110
443,건강한윌병원,병원,울산,울산남구,울산광역시 남구 중앙로 282 5~11층 (신정동),129.3101817,35.5458733,울산광역시 남구,31140
444,건누리병원,병원,경기,고양일산서구,경기도 고양시 일산서구 강성로 275 스타타워빌딩 2층~8층 (대화동),126.7467267,37.6772497,경기도 고양시 일산서구,41287
445,건양의료재단 김안과병원,병원,서울,영등포구,서울특별시 영등포구 영신로 136 (영등포동4가),126.9014955,37.5197392,서울특별시 영등포구,11560
446,건주병원,병원,경기,부천시,"경기도 부천시 경인로536번길 27 메디슨167 3,4,5층 (괴안동)",126.8155634,37.4847387,경기도 부천시,41190
447,경북권역재활병원,병원,경북,경산시,경상북도 경산시 미래로 120-0  (평산동),128.7653058,35.8149451,경상북도 경산시,47290
448,경북재활병원,병원,경북,안동시,경상북도 안동시 서후면 광평2길 26 (서후면),128.6959574,36.6539126,경상북도 안동시,47170
449,경인권역재활병원,병원,인천,인천연수구,인천광역시 연수구 원인재로 263 (연수동),126.68922,37.4185425,인천광역시 연수구,28185
450,경주센텀병원,병원,경북,경주시,경상북도 경주시 화랑로 130-0  (황오동),129.2150231,35.8441615,경상북도 경주시,47130
451,경희리틀병원,병원,경남,김해시,"경상남도 김해시 율하3로 29 4,5,6층 (율하동)",128.8132149,35.1710522,경상남도 김해시,48250
452,경희병원,병원,부산,부산사하구,부산광역시 사하구 다대로 321 (장림동),128.9768377,35.0735355,부산광역시 사하구,26380
453,계림병원,병원,광주,광주동구,광주광역시 동구 중앙로 327 (계림동),126.9201601,35.1609269,광주광역시 동구,29110
454,계명대학교 경주동산병원,병원,경북,경주시,경상북도 경주시 봉황로 65  (서부동),129.2094788,35.845537,경상북도 경주시,47130
455,고도일병원,병원,서울,서초구,"서울특별시 서초구 강남대로 505 (반포동, 고도일 병원)",127.0227848,37.5070301,서울특별시 서초구,11650
456,고든병원,병원,경기,안산단원구,"경기도 안산시 단원구 고잔로 76 영풍빌딩 408호일부, 409호, 501~502호, 506호 (고잔동)",126.8348265,37.3189133,경기도 안산시 단원구,41273
457,고려병원,병원,충남,논산시,충청남도 논산시 해월로 151  (반월동),127.083814,36.2043935,충청남도 논산시,44230
458,고양휴메디병원,병원,경기,고양덕양구,경기도 고양시 덕양구 원흥3로 6-17 3층~7층 (원흥동),126.8759284,37.6477459,경기도 고양시 덕양구,41281
459,고운손병원,병원,대전,대전서구,대전광역시 서구 둔산서로 59 (8층),127.3825456,36.3518442,대전광역시 서구,30170
460,고운여성병원,병원,경기,부천시,경기도 부천시 부천로 110-1 2~6층 (원미동),126.7853703,37.4940579,경기도 부천시,41190
461,고은빛여성병원,병원,서울,강동구,서울특별시 강동구 천호대로 1151 (길동),127.1393602,37.5341574,서울특별시 강동구,11740
462,고은여성병원,병원,인천,인천미추홀구,인천광역시 미추홀구 독배로 463 (숭의동),126.6471018,37.4600706,인천광역시 미추홀구,28177
463,고흥윤호21병원,병원,전남,고흥군,전라남도 고흥군 고흥읍 터미널길 16-0 (),127.2816299,34.6066698,전라남도 고흥군,46770
464,공군교육사 기지병원,병원,경남,진주시,경상남도 진주시 금산면 송백로 46 46,128.1516283,35.1852429,경상남도 진주시,48170
465,공군항공우주의료원,병원,충북,청주상당구,충청북도 청주시 상당구 남일면 단재로 635-0 (),127.5273823,36.5796793,충청북도 청주시 상당구,43111
466,공안과병원,병원,서울,강동구,서울특별시 강동구 풍성로37길 45 (성내동),127.1260445,37.533932,서울특별시 강동구,11740
467,곽여성병원,병원,경기,성남수정구,경기도 성남시 수정구 수정로 91 (태평동),127.1304647,37.4407883,경기도 성남시 수정구,41131
